"","id","record","species","Lineage_Name","parasiteGenus","order","family","genus","Pr","Jetz.species","match","tip"
"3083","Emberiza tahapisi_SGS1",1,"Emberiza tahapisi","SGS1","Plasmodium","Passeriformes","Fringillidae","Emberiza",1,"Emberiza_tahapisi","yes","Emberiza tahapisi"
"3084","Emberiza tristrami_EMTRI01",1,"Emberiza tristrami","EMTRI01","Haemoproteus","Passeriformes","Fringillidae","Emberiza",0,"Emberiza_tristrami","yes","Emberiza tristrami"
"3085","Emberiza tristrami_EMTRI02",1,"Emberiza tristrami","EMTRI02","Leucocytozoon","Passeriformes","Fringillidae","Emberiza",0,"Emberiza_tristrami","yes","Emberiza tristrami"
"3086","Emberiza variabilis_CARCHL04",1,"Emberiza variabilis","CARCHL04","Leucocytozoon","Passeriformes","Fringillidae","Emberiza",0,NA,NA,"Emberiza variabilis"
"3087","Emberiza variabilis_EMSPO04",1,"Emberiza variabilis","EMSPO04","Leucocytozoon","Passeriformes","Fringillidae","Emberiza",0,NA,NA,"Emberiza variabilis"
"3088","Emberiza variabilis_PARVEN02",1,"Emberiza variabilis","PARVEN02","Plasmodium","Passeriformes","Fringillidae","Emberiza",0,NA,NA,"Emberiza variabilis"
"3089","Emberiza variabilis_TRPIP2",1,"Emberiza variabilis","TRPIP2","Leucocytozoon","Passeriformes","Fringillidae","Emberiza",0,NA,NA,"Emberiza variabilis"
"3090","Emberizoides herbicola_EMBHER01",2,"Emberizoides herbicola","EMBHER01","Plasmodium","Passeriformes","Fringillidae","Emberizoides",0,"Emberizoides_herbicola","yes","Emberizoides herbicola"
"3091","Embernagra platensis_EMBPLA01",1,"Embernagra platensis","EMBPLA01","Plasmodium","Passeriformes","Fringillidae","Embernagra",0,"Embernagra_platensis","yes","Embernagra platensis"
"3092","Empidonax alnorum_ACAFLA03",1,"Empidonax alnorum","ACAFLA03","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3093","Empidonax alnorum_CATMIN02",1,"Empidonax alnorum","CATMIN02","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3094","Empidonax alnorum_CATUST09",1,"Empidonax alnorum","CATUST09","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3095","Empidonax alnorum_CATUST28",1,"Empidonax alnorum","CATUST28","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3096","Empidonax alnorum_COLL2",1,"Empidonax alnorum","COLL2","Haemoproteus","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3097","Empidonax alnorum_ELFLA01",1,"Empidonax alnorum","ELFLA01","Haemoproteus","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3098","Empidonax alnorum_EMPALN01",1,"Empidonax alnorum","EMPALN01","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3099","Empidonax alnorum_EMPALN02",1,"Empidonax alnorum","EMPALN02","Haemoproteus","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3100","Empidonax alnorum_NILSUN01",1,"Empidonax alnorum","NILSUN01","Plasmodium","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3101","Empidonax alnorum_ZOLEU02",1,"Empidonax alnorum","ZOLEU02","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_alnorum","yes","Empidonax alnorum"
"3102","Empidonax flaviventris_ACAFLA03",1,"Empidonax flaviventris","ACAFLA03","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,NA,NA,"Empidonax flaviventris"
"3103","Empidonax flaviventris_EMPALN01",1,"Empidonax flaviventris","EMPALN01","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,NA,NA,"Empidonax flaviventris"
"3104","Empidonax hammondii_ACAFLA03",1,"Empidonax hammondii","ACAFLA03","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3105","Empidonax hammondii_CARFLA02",1,"Empidonax hammondii","CARFLA02","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3106","Empidonax hammondii_EMPHAM01",1,"Empidonax hammondii","EMPHAM01","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3107","Empidonax hammondii_EMPHAM02",1,"Empidonax hammondii","EMPHAM02","Plasmodium","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3108","Empidonax hammondii_TUMIG03",1,"Empidonax hammondii","TUMIG03","Plasmodium","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3109","Empidonax hammondii_TUMIG08",1,"Empidonax hammondii","TUMIG08","Haemoproteus","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3110","Empidonax hammondii_VIGIL02",1,"Empidonax hammondii","VIGIL02","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3111","Empidonax hammondii_ZOLEU02",1,"Empidonax hammondii","ZOLEU02","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_hammondii","yes","Empidonax hammondii"
"3112","Empidonax oberholseri_EMPOBE02",1,"Empidonax oberholseri","EMPOBE02","Haemoproteus","Passeriformes","Tyrannidae","Empidonax",0,"Empidonax_oberholseri","yes","Empidonax oberholseri"
"3113","Empidonax occidentalis_ALEDIA01",1,"Empidonax occidentalis","ALEDIA01","Plasmodium","Passeriformes","Tyrannidae","Empidonax",0,NA,NA,"Empidonax occidentalis"
"3114","Empidonax virescens_PHEMEL02",1,"Empidonax virescens","PHEMEL02","Haemoproteus","Passeriformes","Tyrannidae","Empidonax",0,NA,NA,"Empidonax virescens"
"3115","Empidonax wrightii_COLBF21",1,"Empidonax wrightii","COLBF21","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,NA,NA,"Empidonax wrightii"
"3116","Empidonax wrightii_SETCOR06",1,"Empidonax wrightii","SETCOR06","Leucocytozoon","Passeriformes","Tyrannidae","Empidonax",0,NA,NA,"Empidonax wrightii"
"3117","Empidonomus aurantioatrocristatus_EMPALN02",1,"Griseotyrannus aurantioatrocristatus","EMPALN02","Haemoproteus","Passeriformes","Tyrannidae","Griseotyrannus",0,NA,NA,"Empidonomus aurantioatrocristatus"
"3118","Empidonomus aurantioatrocristatus_PADOM17",1,"Griseotyrannus aurantioatrocristatus","PADOM17","Plasmodium","Passeriformes","Tyrannidae","Griseotyrannus",0,NA,NA,"Empidonomus aurantioatrocristatus"
"3119","Empidonomus varius_EMPVAR01",1,"Empidonomus varius","EMPVAR01","Haemoproteus","Passeriformes","Tyrannidae","Empidonomus",0,NA,NA,"Empidonomus varius"
"3120","Enicurus leschenaulti_NILTAV01",1,"Enicurus leschenaulti","NILTAV01","Haemoproteus","Passeriformes","Muscicapidae","Enicurus",0,NA,NA,"Enicurus leschenaulti"
"3121","Enicurus ruficapillus_ENRUF01",1,"Enicurus ruficapillus","ENRUF01","Plasmodium","Passeriformes","Muscicapidae","Enicurus",0,"Enicurus_ruficapillus","yes","Enicurus ruficapillus"
"3122","Enicurus ruficapillus_ENRUF02",1,"Enicurus ruficapillus","ENRUF02","Plasmodium","Passeriformes","Muscicapidae","Enicurus",0,"Enicurus_ruficapillus","yes","Enicurus ruficapillus"
"3123","Enicurus ruficapillus_LACPUL01",1,"Enicurus ruficapillus","LACPUL01","Haemoproteus","Passeriformes","Muscicapidae","Enicurus",0,"Enicurus_ruficapillus","yes","Enicurus ruficapillus"
"3124","Enicurus ruficapillus_NILSUN01",1,"Enicurus ruficapillus","NILSUN01","Plasmodium","Passeriformes","Muscicapidae","Enicurus",0,"Enicurus_ruficapillus","yes","Enicurus ruficapillus"
"3125","Ensifera ensifera_TROAED20",1,"Ensifera ensifera","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Ensifera",0,NA,NA,"Ensifera ensifera"
"3126","Entomodestes leucotis_ENTLEU01",1,"Entomodestes leucotis","ENTLEU01","Plasmodium","Passeriformes","Turdidae","Entomodestes",0,NA,NA,"Entomodestes leucotis"
"3127","Entomodestes leucotis_TUMIG03",2,"Entomodestes leucotis","TUMIG03","Plasmodium","Passeriformes","Turdidae","Entomodestes",0,NA,NA,"Entomodestes leucotis"
"3128","Entomyzon cyanotis_MYZSAN01",1,"Entomyzon cyanotis","MYZSAN01","Haemoproteus","Passeriformes","Meliphagidae","Entomyzon",0,"Entomyzon_cyanotis","yes","Entomyzon cyanotis"
"3129","Eophona personata_EOPER01",1,"Eophona personata","EOPER01","Leucocytozoon","Passeriformes","Fringillidae","Eophona",0,"Eophona_personata","yes","Eophona personata"
"3130","Eophona personata_EOPER02",1,"Eophona personata","EOPER02","Leucocytozoon","Passeriformes","Fringillidae","Eophona",0,"Eophona_personata","yes","Eophona personata"
"3131","Eopsaltria australis_EOPAUS01",1,"Eopsaltria australis","EOPAUS01","Haemoproteus","Passeriformes","Petroicidae","Eopsaltria",0,"Eopsaltria_australis","yes","Eopsaltria australis"
"3132","Eopsaltria australis_EOPAUS02",2,"Eopsaltria australis","EOPAUS02","Haemoproteus","Passeriformes","Petroicidae","Eopsaltria",0,"Eopsaltria_australis","yes","Eopsaltria australis"
"3133","Eopsaltria australis_GRW15",1,"Eopsaltria australis","GRW15","Plasmodium","Passeriformes","Petroicidae","Eopsaltria",0,"Eopsaltria_australis","yes","Eopsaltria australis"
"3134","Epinecrophylla erythrura_LEPCOR03",1,"Epinecrophylla erythrura","LEPCOR03","Haemoproteus","Passeriformes","Thamnophilidae","Epinecrophylla",0,"Epinecrophylla_erythrura","yes","Epinecrophylla erythrura"
"3135","Epinecrophylla haematonota_AUTPAR01",1,"Epinecrophylla haematonota","AUTPAR01","Plasmodium","Passeriformes","Thamnophilidae","Epinecrophylla",0,"Epinecrophylla_haematonota","yes","Epinecrophylla haematonota"
"3136","Epinecrophylla leucophthalma_VIOLI08",1,"Epinecrophylla leucophthalma","VIOLI08","Haemoproteus","Passeriformes","Thamnophilidae","Epinecrophylla",0,NA,NA,"Epinecrophylla leucophthalma"
"3137","Epinecrophylla spodionota_SETAUD24",1,"Epinecrophylla spodionota","SETAUD24","Plasmodium","Passeriformes","Thamnophilidae","Epinecrophylla",0,NA,NA,"Epinecrophylla spodionota"
"3138","Eremomela pusilla_EREPUS01",1,"Eremomela pusilla","EREPUS01","Haemoproteus","Passeriformes","Sylviidae","Eremomela",0,NA,NA,"Eremomela pusilla"
"3139","Eremophila alpestris_SFC8",1,"Eremophila alpestris","SFC8","Leucocytozoon","Passeriformes","Alaudidae","Eremophila",0,"Eremophila_alpestris","yes","Eremophila alpestris"
"3140","Eriocnemis cupreoventris_TROAED20",2,"Eriocnemis cupreoventris","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Eriocnemis",0,"Eriocnemis_cupreoventris","yes","Eriocnemis cupreoventris"
"3141","Eriocnemis derbyi_TROAED20",2,"Eriocnemis derbyi","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Eriocnemis",0,"Eriocnemis_derbyi","yes","Eriocnemis derbyi"
"3142","Eriocnemis vestita_TANIG01",1,"Eriocnemis vestita","TANIG01","Haemoproteus","Trochiliformes","Trochilidae","Eriocnemis",0,"Eriocnemis_vestita","yes","Eriocnemis vestita"
"3143","Eriocnemis vestita_TROAED20",1,"Eriocnemis vestita","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Eriocnemis",0,"Eriocnemis_vestita","yes","Eriocnemis vestita"
"3144","Erithacus akahige_BT1",1,"Erithacus akahige","BT1","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,NA,NA,"Erithacus akahige"
"3145","Erithacus akahige_PYRPYR01",1,"Erithacus akahige","PYRPYR01","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,NA,NA,"Erithacus akahige"
"3146","Erithacus komadori_COPMAL02",1,"Erithacus komadori","COPMAL02","Plasmodium","Passeriformes","Turdidae","Erithacus",0,NA,NA,"Erithacus komadori"
"3147","Erithacus komadori_LUSKOM01",1,"Erithacus komadori","LUSKOM01","Plasmodium","Passeriformes","Turdidae","Erithacus",0,NA,NA,"Erithacus komadori"
"3148","Erithacus rubecula_BT2",3,"Erithacus rubecula","BT2","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3149","Erithacus rubecula_BT7",3,"Erithacus rubecula","BT7","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3150","Erithacus rubecula_CARCHL01",1,"Erithacus rubecula","CARCHL01","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3151","Erithacus rubecula_CCF09",1,"Erithacus rubecula","CCF09","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3152","Erithacus rubecula_CCF2",2,"Erithacus rubecula","CCF2","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3153","Erithacus rubecula_ERIRUB02",1,"Erithacus rubecula","ERIRUB02","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3154","Erithacus rubecula_ERIRUB03",1,"Erithacus rubecula","ERIRUB03","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3155","Erithacus rubecula_GRW11",3,"Erithacus rubecula","GRW11","Plasmodium","Passeriformes","Turdidae","Erithacus",1,"Erithacus_rubecula","yes","Erithacus rubecula"
"3156","Erithacus rubecula_HIRUS07",1,"Erithacus rubecula","HIRUS07","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3157","Erithacus rubecula_LINN1",4,"Erithacus rubecula","LINN1","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3158","Erithacus rubecula_LK05",1,"Erithacus rubecula","LK05","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3159","Erithacus rubecula_LK06",1,"Erithacus rubecula","LK06","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3160","Erithacus rubecula_PARUS1",4,"Erithacus rubecula","PARUS1","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3161","Erithacus rubecula_PARUS25",1,"Erithacus rubecula","PARUS25","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3162","Erithacus rubecula_PARUS4",1,"Erithacus rubecula","PARUS4","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3163","Erithacus rubecula_PHSIB1",5,"Erithacus rubecula","PHSIB1","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3164","Erithacus rubecula_ROBIN1",12,"Erithacus rubecula","ROBIN1","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3165","Erithacus rubecula_ROBIN2",1,"Erithacus rubecula","ROBIN2","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3166","Erithacus rubecula_ROBIN3",1,"Erithacus rubecula","ROBIN3","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3167","Erithacus rubecula_SFC8",9,"Erithacus rubecula","SFC8","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3168","Erithacus rubecula_SGS1",6,"Erithacus rubecula","SGS1","Plasmodium","Passeriformes","Turdidae","Erithacus",1,"Erithacus_rubecula","yes","Erithacus rubecula"
"3169","Erithacus rubecula_STUR1",1,"Erithacus rubecula","STUR1","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3170","Erithacus rubecula_SW2",1,"Erithacus rubecula","SW2","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3171","Erithacus rubecula_SYAT03",1,"Erithacus rubecula","SYAT03","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3172","Erithacus rubecula_SYAT05",2,"Erithacus rubecula","SYAT05","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3173","Erithacus rubecula_SYBOR02",1,"Erithacus rubecula","SYBOR02","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3174","Erithacus rubecula_SYBOR08",1,"Erithacus rubecula","SYBOR08","Leucocytozoon","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3175","Erithacus rubecula_TUPHI01",1,"Erithacus rubecula","TUPHI01","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3176","Erithacus rubecula_TURDUS1",3,"Erithacus rubecula","TURDUS1","Plasmodium","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3177","Erithacus rubecula_TURDUS2",1,"Erithacus rubecula","TURDUS2","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3178","Erithacus rubecula_WW2",2,"Erithacus rubecula","WW2","Haemoproteus","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes","Erithacus rubecula"
"3179","Erpornis zantholeuca_ERZAN01",1,"Erpornis zantholeuca","ERZAN01","Plasmodium","Passeriformes","Timaliidae","Erpornis",0,NA,NA,"Erpornis zantholeuca"
"3180","Erpornis zantholeuca_ERZAN02",1,"Erpornis zantholeuca","ERZAN02","Haemoproteus","Passeriformes","Timaliidae","Erpornis",0,NA,NA,"Erpornis zantholeuca"
"3181","Erythropygia barbata_AFR065",1,"Cercotrichas barbata","AFR065","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_barbata","no","Erythropygia barbata"
"3182","Erythropygia barbata_COLL11",1,"Cercotrichas barbata","COLL11","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_barbata","no","Erythropygia barbata"
"3183","Erythropygia coryphaeus_SGS1",1,"Cercotrichas coryphoeus","SGS1","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",1,"Erythropygia_coryphaeus","no","Erythropygia coryphaeus"
"3184","Erythropygia galactotes_RTSR1",1,"Cercotrichas galactotes","RTSR1","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_galactotes","no","Erythropygia galactotes"
"3185","Erythropygia galactotes_RTSR2",1,"Cercotrichas galactotes","RTSR2","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_galactotes","no","Erythropygia galactotes"
"3186","Erythropygia galactotes_SGS1",3,"Cercotrichas galactotes","SGS1","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",1,"Erythropygia_galactotes","no","Erythropygia galactotes"
"3187","Erythropygia leucophrys_AFR154",1,"Cercotrichas leucophrys","AFR154","Leucocytozoon","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_leucophrys","no","Erythropygia leucophrys"
"3188","Erythropygia leucophrys_COLL11",1,"Cercotrichas leucophrys","COLL11","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_leucophrys","no","Erythropygia leucophrys"
"3189","Erythropygia leucophrys_PSEGRI01",1,"Cercotrichas leucophrys","PSEGRI01","Plasmodium","Passeriformes","Muscicapidae","Cercotrichas",0,"Erythropygia_leucophrys","no","Erythropygia leucophrys"
"3190","Erythrura prasina_ERPRA01",1,"Erythrura prasina","ERPRA01","Haemoproteus","Passeriformes","Estrildidae","Erythrura",0,"Erythrura_prasina","yes","Erythrura prasina"
"3191","Erythrura viridifacies_ERYVIR01",1,"Erythrura viridifacies","ERYVIR01","Leucocytozoon","Passeriformes","Estrildidae","Erythrura",0,"Erythrura_viridifacies","yes","Erythrura viridifacies"
"3192","Estrilda astrild_AFR214",1,"Estrilda astrild","AFR214","Leucocytozoon","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_astrild","yes","Estrilda astrild"
"3193","Estrilda astrild_BUL07",1,"Estrilda astrild","BUL07","Plasmodium","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_astrild","yes","Estrilda astrild"
"3194","Estrilda astrild_GRW09",1,"Estrilda astrild","GRW09","Plasmodium","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_astrild","yes","Estrilda astrild"
"3195","Estrilda astrild_PLOVEL01",1,"Estrilda astrild","PLOVEL01","Plasmodium","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_astrild","yes","Estrilda astrild"
"3196","Estrilda astrild_SGS1",1,"Estrilda astrild","SGS1","Plasmodium","Passeriformes","Estrildidae","Estrilda",1,"Estrilda_astrild","yes","Estrilda astrild"
"3197","Estrilda caerulescens_ESTCAE01",1,"Estrilda caerulescens","ESTCAE01","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_caerulescens","yes","Estrilda caerulescens"
"3198","Estrilda caerulescens_LAVA1",1,"Estrilda caerulescens","LAVA1","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_caerulescens","yes","Estrilda caerulescens"
"3199","Estrilda caerulescens_RECOB1",1,"Estrilda caerulescens","RECOB1","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_caerulescens","yes","Estrilda caerulescens"
"3200","Estrilda melanotis_AFR022",1,"Estrilda melanotis","AFR022","Plasmodium","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melanotis","yes","Estrilda melanotis"
"3201","Estrilda melanotis_AFR177",1,"Estrilda melanotis","AFR177","Leucocytozoon","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melanotis","yes","Estrilda melanotis"
"3202","Estrilda melanotis_AFR214",1,"Estrilda melanotis","AFR214","Leucocytozoon","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melanotis","yes","Estrilda melanotis"
"3203","Estrilda melanotis_ESTMEL01",1,"Estrilda melanotis","ESTMEL01","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melanotis","yes","Estrilda melanotis"
"3204","Estrilda melpoda_ESTMEL02",1,"Estrilda melpoda","ESTMEL02","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melpoda","yes","Estrilda melpoda"
"3205","Estrilda melpoda_ESTMEL03",1,"Estrilda melpoda","ESTMEL03","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melpoda","yes","Estrilda melpoda"
"3206","Estrilda melpoda_ESTMEL04",1,"Estrilda melpoda","ESTMEL04","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melpoda","yes","Estrilda melpoda"
"3207","Estrilda melpoda_GRW09",1,"Estrilda melpoda","GRW09","Plasmodium","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melpoda","yes","Estrilda melpoda"
"3208","Estrilda troglodytes_LAVA1",1,"Estrilda troglodytes","LAVA1","Haemoproteus","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_troglodytes","yes","Estrilda troglodytes"
"3209","Eubucco versicolor_EUBVER01",1,"Eubucco versicolor","EUBVER01","Leucocytozoon","Piciformes","Ramphastidae","Eubucco",0,NA,NA,"Eubucco versicolor"
"3210","Eucometis penicillata_TASCH01",1,"Eucometis penicillata","TASCH01","Haemoproteus","Passeriformes","Fringillidae","Eucometis",0,NA,NA,"Eucometis penicillata"
"3211","Eudocimus ruber_CIAE02",1,"Eudocimus ruber","CIAE02","Leucocytozoon","Ciconiiformes","Threskiornithidae","Eudocimus",0,"Eudocimus_ruber","yes","Eudocimus ruber"
"3212","Eudocimus ruber_EUDRUB01",1,"Eudocimus ruber","EUDRUB01","Haemoproteus","Ciconiiformes","Threskiornithidae","Eudocimus",0,"Eudocimus_ruber","yes","Eudocimus ruber"
"3213","Eudynamys orientalis_EUCYA01",1,"Eudynamys cyanocephala","EUCYA01","Haemoproteus","Cuculiformes","Cuculidae","Eudynamys",0,"Eudynamys_orientalis","no","Eudynamys orientalis"
"3214","Eudynamys scolopaceus_ACAGR2",1,"Eudynamys scolopaceus","ACAGR2","Haemoproteus","Cuculiformes","Cuculidae","Eudynamys",0,"Eudynamys_scolopaceus","yes","Eudynamys scolopaceus"
"3215","Eudyptes chrysocome_CXPIP09",2,"Eudyptes chrysocome","CXPIP09","Plasmodium","Sphenisciformes","Spheniscidae","Eudyptes",0,NA,NA,"Eudyptes chrysocome"
"3216","Eudyptes chrysocome_EUDCHR02",1,"Eudyptes chrysocome","EUDCHR02","Plasmodium","Sphenisciformes","Spheniscidae","Eudyptes",0,NA,NA,"Eudyptes chrysocome"
"3217","Eudyptes chrysocome_GALLUS02",1,"Eudyptes chrysocome","GALLUS02","Plasmodium","Sphenisciformes","Spheniscidae","Eudyptes",0,NA,NA,"Eudyptes chrysocome"
"3218","Eudyptes chrysocome_HYPHI07",1,"Eudyptes chrysocome","HYPHI07","Haemoproteus","Sphenisciformes","Spheniscidae","Eudyptes",0,NA,NA,"Eudyptes chrysocome"
"3219","Eudyptes chrysocome_SPMAG12",2,"Eudyptes chrysocome","SPMAG12","Haemoproteus","Sphenisciformes","Spheniscidae","Eudyptes",0,NA,NA,"Eudyptes chrysocome"
"3220","Eudyptula minor_EUMIN01",1,"Eudyptula minor","EUMIN01","Haemoproteus","Sphenisciformes","Spheniscidae","Eudyptula",0,"Eudyptula_minor","yes","Eudyptula minor"
"3221","Eudyptula minor_EUMIN02",1,"Eudyptula minor","EUMIN02","Haemoproteus","Sphenisciformes","Spheniscidae","Eudyptula",0,"Eudyptula_minor","yes","Eudyptula minor"
"3222","Eudyptula minor_PADOM02",1,"Eudyptula minor","PADOM02","Plasmodium","Sphenisciformes","Spheniscidae","Eudyptula",0,"Eudyptula_minor","yes","Eudyptula minor"
"3223","Eugralla paradoxa_CURCUR01",1,"Eugralla paradoxa","CURCUR01","Plasmodium","Passeriformes","Rhinocryptidae","Eugralla",0,NA,NA,"Eugralla paradoxa"
"3224","Eulacestoma nigropectus_EULNIG01",1,"Eulacestoma nigropectus","EULNIG01","Plasmodium","Passeriformes","Undefined bird family","Eulacestoma",0,"Eulacestoma_nigropectus","yes","Eulacestoma nigropectus"
"3225","Eumyias albicaudatus_GRW04",1,"Eumyias albicaudatus","GRW04","Plasmodium","Passeriformes","Muscicapidae","Eumyias",1,NA,NA,"Eumyias albicaudatus"
"3226","Eumyias albicaudatus_ORW1",1,"Eumyias albicaudatus","ORW1","Plasmodium","Passeriformes","Muscicapidae","Eumyias",0,NA,NA,"Eumyias albicaudatus"
